"Statistic Label","Year","County","NACE Rev 2 Economic Sector","UNIT","VALUE"
"Median Weekly Earnings","2015","Co. Kilkenny","Financial, insurance and real estate activities (K,L)","Euro","648.13"
"Median Weekly Earnings","2015","Co. Kilkenny","Arts, entertainment, recreation and other service activities (R,S)","Euro","316.73"
"Median Weekly Earnings","2015","Co. Kerry","All NACE economic sectors","Euro","457.83"
"Median Weekly Earnings","2015","Co. Kerry","Construction (F)","Euro","488.64"
"Median Weekly Earnings","2015","Co. Kerry","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","367.27"
"Median Weekly Earnings","2015","Co. Kerry","Transportation and storage (H)","Euro","453.37"
"Median Weekly Earnings","2015","Co. Kerry","Accommodation and food service activities (I)","Euro","293.71"
"Median Weekly Earnings","2015","Co. Kerry","Information and communication (J)","Euro","730.23"
"Median Weekly Earnings","2015","Co. Kerry","Professional, scientific and technical activities (M)","Euro","550.83"
"Median Weekly Earnings","2015","Co. Kerry","Administrative and support service activities (N)","Euro","365.42"
"Median Weekly Earnings","2015","Co. Kerry","Public administration and defence; compulsory social security (O)","Euro","724.1"
"Median Weekly Earnings","2015","Co. Kerry","Education (P)","Euro","764.18"
"Median Weekly Earnings","2015","Co. Kerry","Human health and social work activities (Q)","Euro","501"
"Median Weekly Earnings","2015","Co. Kerry","Industry (B to E)","Euro","670.9"
"Median Weekly Earnings","2015","Co. Kerry","Financial, insurance and real estate activities (K,L)","Euro","565.81"
"Median Weekly Earnings","2015","Co. Kerry","Arts, entertainment, recreation and other service activities (R,S)","Euro","275.22"
"Median Weekly Earnings","2015","Co. Longford","All NACE economic sectors","Euro","487.35"
"Median Weekly Earnings","2015","Co. Longford","Construction (F)","Euro","499.66"
"Median Weekly Earnings","2015","Co. Longford","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","350.58"
"Median Weekly Earnings","2015","Co. Longford","Transportation and storage (H)","Euro","475.43"
"Median Weekly Earnings","2015","Co. Longford","Accommodation and food service activities (I)","Euro","238.02"
"Median Weekly Earnings","2015","Co. Longford","Information and communication (J)","Euro","733.77"
"Median Weekly Earnings","2015","Co. Longford","Professional, scientific and technical activities (M)","Euro","536.88"
"Median Weekly Earnings","2015","Co. Longford","Administrative and support service activities (N)","Euro","401.34"
"Median Weekly Earnings","2015","Co. Longford","Public administration and defence; compulsory social security (O)","Euro","767.22"
"Median Weekly Earnings","2015","Co. Longford","Education (P)","Euro","734.17"
"Median Weekly Earnings","2015","Co. Longford","Human health and social work activities (Q)","Euro","490.73"
"Median Weekly Earnings","2015","Co. Longford","Industry (B to E)","Euro","569.19"
"Median Weekly Earnings","2015","Co. Longford","Financial, insurance and real estate activities (K,L)","Euro","631.57"
"Median Weekly Earnings","2015","Co. Longford","Arts, entertainment, recreation and other service activities (R,S)","Euro","245.82"
"Median Weekly Earnings","2015","Co. Louth","All NACE economic sectors","Euro","508.34"
"Median Weekly Earnings","2015","Co. Louth","Construction (F)","Euro","539.42"
"Median Weekly Earnings","2015","Co. Louth","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","394.97"
"Median Weekly Earnings","2015","Co. Louth","Transportation and storage (H)","Euro","575.12"
"Median Weekly Earnings","2015","Co. Louth","Accommodation and food service activities (I)","Euro","257.56"
"Median Weekly Earnings","2015","Co. Louth","Information and communication (J)","Euro","715.81"
"Median Weekly Earnings","2015","Co. Louth","Professional, scientific and technical activities (M)","Euro","527.8"
"Median Weekly Earnings","2015","Co. Louth","Administrative and support service activities (N)","Euro","412.97"
"Median Weekly Earnings","2015","Co. Louth","Public administration and defence; compulsory social security (O)","Euro","805.83"
"Median Weekly Earnings","2015","Co. Louth","Education (P)","Euro","712.94"
"Median Weekly Earnings","2015","Co. Louth","Human health and social work activities (Q)","Euro","560"
"Median Weekly Earnings","2015","Co. Louth","Industry (B to E)","Euro","594.67"
"Median Weekly Earnings","2015","Co. Louth","Financial, insurance and real estate activities (K,L)","Euro","633.72"
"Median Weekly Earnings","2015","Co. Louth","Arts, entertainment, recreation and other service activities (R,S)","Euro","300.29"
"Median Weekly Earnings","2015","Co. Limerick","All NACE economic sectors","Euro","521.76"
"Median Weekly Earnings","2015","Co. Limerick","Construction (F)","Euro","579.72"
"Median Weekly Earnings","2015","Co. Limerick","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","386.7"
"Median Weekly Earnings","2015","Co. Limerick","Transportation and storage (H)","Euro","537.45"
"Median Weekly Earnings","2015","Co. Limerick","Accommodation and food service activities (I)","Euro","292.53"
"Median Weekly Earnings","2015","Co. Limerick","Information and communication (J)","Euro","698.5"
"Median Weekly Earnings","2015","Co. Limerick","Professional, scientific and technical activities (M)","Euro","576.43"
"Median Weekly Earnings","2015","Co. Limerick","Administrative and support service activities (N)","Euro","434.11"
"Median Weekly Earnings","2015","Co. Limerick","Public administration and defence; compulsory social security (O)","Euro","797.42"
"Median Weekly Earnings","2015","Co. Limerick","Education (P)","Euro","739.54"
"Median Weekly Earnings","2015","Co. Limerick","Human health and social work activities (Q)","Euro","510.79"
"Median Weekly Earnings","2015","Co. Limerick","Industry (B to E)","Euro","773.04"
"Median Weekly Earnings","2015","Co. Limerick","Financial, insurance and real estate activities (K,L)","Euro","649.91"
"Median Weekly Earnings","2015","Co. Limerick","Arts, entertainment, recreation and other service activities (R,S)","Euro","300.15"
"Median Weekly Earnings","2015","Co. Leitrim","All NACE economic sectors","Euro","488.03"
"Median Weekly Earnings","2015","Co. Leitrim","Construction (F)","Euro","512.08"
"Median Weekly Earnings","2015","Co. Leitrim","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","335.3"
"Median Weekly Earnings","2015","Co. Leitrim","Transportation and storage (H)","Euro","444.08"
"Median Weekly Earnings","2015","Co. Leitrim","Accommodation and food service activities (I)","Euro","242.34"
"Median Weekly Earnings","2015","Co. Leitrim","Information and communication (J)","Euro","715.32"
"Median Weekly Earnings","2015","Co. Leitrim","Professional, scientific and technical activities (M)","Euro","496.54"
"Median Weekly Earnings","2015","Co. Leitrim","Administrative and support service activities (N)","Euro","453.01"
"Median Weekly Earnings","2015","Co. Leitrim","Public administration and defence; compulsory social security (O)","Euro","764.02"
"Median Weekly Earnings","2015","Co. Leitrim","Education (P)","Euro","803.31"
"Median Weekly Earnings","2015","Co. Leitrim","Human health and social work activities (Q)","Euro","534.98"
"Median Weekly Earnings","2015","Co. Leitrim","Industry (B to E)","Euro","585.26"
"Median Weekly Earnings","2015","Co. Leitrim","Financial, insurance and real estate activities (K,L)","Euro","683.9"
"Median Weekly Earnings","2015","Co. Leitrim","Arts, entertainment, recreation and other service activities (R,S)","Euro","256.56"
"Median Weekly Earnings","2015","Co. Laois","All NACE economic sectors","Euro","538.12"
"Median Weekly Earnings","2015","Co. Laois","Construction (F)","Euro","549.69"
"Median Weekly Earnings","2015","Co. Laois","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","396"
"Median Weekly Earnings","2015","Co. Laois","Transportation and storage (H)","Euro","565.5"
"Median Weekly Earnings","2015","Co. Laois","Accommodation and food service activities (I)","Euro","263.85"
"Median Weekly Earnings","2015","Co. Laois","Information and communication (J)","Euro","779.83"
"Median Weekly Earnings","2015","Co. Laois","Professional, scientific and technical activities (M)","Euro","539.62"
"Median Weekly Earnings","2015","Co. Laois","Administrative and support service activities (N)","Euro","431.01"
"Median Weekly Earnings","2015","Co. Laois","Public administration and defence; compulsory social security (O)","Euro","871.63"
"Median Weekly Earnings","2015","Co. Laois","Education (P)","Euro","741.09"
"Median Weekly Earnings","2015","Co. Laois","Human health and social work activities (Q)","Euro","595.51"
"Median Weekly Earnings","2015","Co. Laois","Industry (B to E)","Euro","631.82"
"Median Weekly Earnings","2015","Co. Laois","Financial, insurance and real estate activities (K,L)","Euro","658.88"
"Median Weekly Earnings","2015","Co. Laois","Arts, entertainment, recreation and other service activities (R,S)","Euro","318.43"
"Median Weekly Earnings","2015","Co. Meath","All NACE economic sectors","Euro","564.06"
"Median Weekly Earnings","2015","Co. Meath","Construction (F)","Euro","588.15"
"Median Weekly Earnings","2015","Co. Meath","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","433.99"
"Median Weekly Earnings","2015","Co. Meath","Transportation and storage (H)","Euro","668.03"
"Median Weekly Earnings","2015","Co. Meath","Accommodation and food service activities (I)","Euro","285.13"
"Median Weekly Earnings","2015","Co. Meath","Information and communication (J)","Euro","893.41"
"Median Weekly Earnings","2015","Co. Meath","Professional, scientific and technical activities (M)","Euro","610.33"
"Median Weekly Earnings","2015","Co. Meath","Administrative and support service activities (N)","Euro","454.95"
"Median Weekly Earnings","2015","Co. Meath","Public administration and defence; compulsory social security (O)","Euro","877.06"
"Median Weekly Earnings","2015","Co. Meath","Education (P)","Euro","723.21"
"Median Weekly Earnings","2015","Co. Meath","Human health and social work activities (Q)","Euro","555.69"
"Median Weekly Earnings","2015","Co. Meath","Industry (B to E)","Euro","654.06"
"Median Weekly Earnings","2015","Co. Meath","Financial, insurance and real estate activities (K,L)","Euro","763.02"
"Median Weekly Earnings","2015","Co. Meath","Arts, entertainment, recreation and other service activities (R,S)","Euro","339.68"
"Median Weekly Earnings","2015","Co. Monaghan","All NACE economic sectors","Euro","455.12"
"Median Weekly Earnings","2015","Co. Monaghan","Construction (F)","Euro","505.73"
"Median Weekly Earnings","2015","Co. Monaghan","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","346"
"Median Weekly Earnings","2015","Co. Monaghan","Transportation and storage (H)","Euro","466.28"
"Median Weekly Earnings","2015","Co. Monaghan","Accommodation and food service activities (I)","Euro","224.11"
"Median Weekly Earnings","2015","Co. Monaghan","Information and communication (J)","Euro","670.05"
"Median Weekly Earnings","2015","Co. Monaghan","Professional, scientific and technical activities (M)","Euro","506.33"
"Median Weekly Earnings","2015","Co. Monaghan","Administrative and support service activities (N)","Euro","367.73"
"Median Weekly Earnings","2015","Co. Monaghan","Public administration and defence; compulsory social security (O)","Euro","793.54"
"Median Weekly Earnings","2015","Co. Monaghan","Education (P)","Euro","768"
"Median Weekly Earnings","2015","Co. Monaghan","Human health and social work activities (Q)","Euro","487.62"
"Median Weekly Earnings","2015","Co. Monaghan","Industry (B to E)","Euro","480.66"
"Median Weekly Earnings","2015","Co. Monaghan","Financial, insurance and real estate activities (K,L)","Euro","568.86"
"Median Weekly Earnings","2015","Co. Monaghan","Arts, entertainment, recreation and other service activities (R,S)","Euro","289.52"
"Median Weekly Earnings","2015","Co. Mayo","All NACE economic sectors","Euro","478.11"
"Median Weekly Earnings","2015","Co. Mayo","Construction (F)","Euro","536.6"
"Median Weekly Earnings","2015","Co. Mayo","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","352"
"Median Weekly Earnings","2015","Co. Mayo","Transportation and storage (H)","Euro","507.5"
"Median Weekly Earnings","2015","Co. Mayo","Accommodation and food service activities (I)","Euro","258.45"
"Median Weekly Earnings","2015","Co. Mayo","Information and communication (J)","Euro","730.13"
"Median Weekly Earnings","2015","Co. Mayo","Professional, scientific and technical activities (M)","Euro","528.84"
"Median Weekly Earnings","2015","Co. Mayo","Administrative and support service activities (N)","Euro","447.88"
"Median Weekly Earnings","2015","Co. Mayo","Public administration and defence; compulsory social security (O)","Euro","738.79"
"Median Weekly Earnings","2015","Co. Mayo","Education (P)","Euro","754.3"
